Name,Card Type,Card Sub-Type,Attribute,Monster Type,Class,Level,ATK,DEF,Card Text,Select Your Deck Here,Highest Playability
Ultimate Insect LV5,Monster,Effect,Wind,Insect,,5,2300,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV3"", as long as this card remains on the field, decrease the ATK of all your opponent's monsters by 500 points. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 ""Ultimate Insect LV7"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",Select a deck above,Junk
Ultimate Insect LV7,Monster,Effect,Wind,Insect,,7,2600,1200,"If this card was Special Summoned by the effect of ""Ultimate Insect LV5"", as long as this card remains face-up on your side of the field, decrease the ATK and DEF of all your opponent's monsters by 700 points.",Select a deck above,Junk
Ultimate Obedient Fiend,Monster,Effect,Fire,Fiend,,10,3500,3000,This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. The effects of Effect Monsters that this card destroys are negated.,Select a deck above,Junk
Ultimate Offering,Trap,Continuous,,,,,,,You can pay 500 Life Points to Normal Summon or Set 1 extra monster. You can only activate this effect during your Main Phase or your opponent's Battle Phase.,Select a deck above,Junk
Ultra Evolution Pill,Spell,Normal,,,,,,,Tribute 1 Reptile-Type monster on your side of the field. Special Summon 1 Dinosaur-Type Monster from your hand.,Select a deck above,Junk
Umi,Spell,Field,,,,,,,"Increase the ATK and DEF of all Fish, Sea Serpent, Thunder, and Aqua-Type monsters by 200 points. Also decrease the ATK and DEF of all Machine and Pyro-Type monsters by 200 points.",Select a deck above,Junk
Umiiruka,Spell,Field,,,,,,,Increase the ATK of all WATER monsters by 500 and decreases their DEF by 400 points.,Select a deck above,Junk
Union Rider,Monster,Effect,Wind,Machine,,2,1000,1000,"You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.",Select a deck above,Junk
United Resistance,Monster,Normal,Wind,Thunder,,3,1000,400,The people that gather to swear to fight their oppressors. A revolution is coming.,Select a deck above,Junk
United We Stand,Spell,Equip,,,,,,,The equipped monster gains 800 ATK and DEF for each face-up monster you control.,Select a deck above,Borderline
Unknown Warrior of Fiend,Monster,Normal,Dark,Warrior,,3,1000,500,A deadly duo consisting of a beast master and its loyal servant.,Select a deck above,Junk
Unshaven Angler,Monster,Effect,Water,Fish,,4,1500,1600,"If you Tribute Summon a WATER monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon.",Select a deck above,Junk
Upstart Goblin,Spell,Normal,,,,,,,"Draw 1 card, then your opponent gains 1000 Life Points.",Select a deck above,Staple
Uraby,Monster,Normal,Earth,Dinosaur,,4,1500,800,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.",Select a deck above,Junk
Ushi Oni,Monster,Normal,Dark,Fiend,,6,2150,1950,"A bull fiend restored by the dark arts, this monster appears out of a jar.",Select a deck above,Junk
Valkyrion the Magna Warrior,Monster,Effect,Earth,Rock,,8,3500,3850,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand or your side of the field. You can Tribute this card to Special Summon ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your Graveyard.",Select a deck above,Junk
Vampire Baby,Monster,Effect,Dark,Zombie,,3,700,1000,"At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Graveyard this turn: You can Special Summon that monster to your side of the field.",Select a deck above,Junk
Vampire Genesis,Monster,Effect,Dark,Zombie,,8,3000,2100,"This card cannot be Normal Summon or Set. This card cannot be Special Summoned except by removing 1 Vampire Lord"" on your side of the field from play. Discard 1 Zombie-Type monster from your hand to the Graveyard to select and Special Summon 1 Zombie-Type monster from your Graveyard with a Level less than the discarded Zombie-Type monster. You can only use this effect once per turn.""",Select a deck above,Junk
Vampire Lady,Monster,Effect,Dark,Zombie,,4,1550,1550,"When this card inflicts Battle Damage to your opponent: Declare 1 card type (Monster, Spell or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard.",Select a deck above,Junk
Vampire Lord,Monster,Effect,Dark,Zombie,,5,2000,1500,"Each time this card inflicts Battle Damage to your opponent, declare 1 card type (Monster, Spell, or Trap). Your opponent selects 1 card of that type from their Deck and sends it to the Graveyard. Also, if this card is destroyed and sent from your field to your Graveyard by your opponent's card effect, it is Special Summoned to your side of the field during your next Standby Phase.",Select a deck above,Junk
Vampire Orchis,Monster,Effect,Earth,Plant,,4,1700,1000,"When this monster is Normal Summoned successfully, you can Special Summon 1 ""Des Dendle"" from your hand.",Select a deck above,Junk
Vengeful Bog Spirit,Spell,Continuous,,,,,,,Monsters cannot attack the turn they are Summoned.,Select a deck above,Junk
Versago the Destroyer,Monster,Effect,Dark,Fiend,,3,1100,900,"You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s).",Select a deck above,Junk
Vile Germs,Spell,Equip,,,,,,,A Plant-Type monster equipped with this card increases its ATK and DEF by 300 points.,Select a deck above,Junk
Vilepawn Archfiend,Monster,Effect,Earth,Fiend,,2,1200,200,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. As long as this card remains on the field, your opponent cannot attack any Archfiend Monster Card on your side of the field except Vilepawn Archfiend"".""",Select a deck above,Junk
Violet Crystal,Spell,Equip,,,,,,,A Zombie-Type monster equipped with this card increases its ATK and DEF by 300 points.,Select a deck above,Junk
Waboku,Trap,Normal,,,,,,,You take no Battle Damage this turn. Your monsters cannot be destroyed by battle this turn.,Select a deck above,Junk
Wall of Illusion,Monster,Effect,Dark,Fiend,,4,1000,1850,A monster that attacks this monster is returned to its owner's hand after damage calculation. Damage calculation is applied normally.,Select a deck above,Junk
Wall of Revealing Light,Trap,Continuous,,,,,,,"When you activate this card, pay any multiple of 1000 Life Points. None of your opponent's monsters with ATK equal to or less than the Life Points you paid can attack.",Select a deck above,Optional
Wall Shadow,Monster,Effect,Dark,Warrior,,7,1600,3000,"You cannot Normal Summon this monster. This card can only be Special Summoned by offering ""Labyrinth Wall"" equipped with ""Magical Labyrinth"" as a Tribute. No other Tribute Monsters are necessary.",Select a deck above,Junk
Wandering Mummy,Monster,Effect,Light,Zombie,,4,1500,1500,"You can flip this card into face-down Defense Position once per turn during your Main Phase. After you use this effect, rearrange the face-down Defense Position monsters on your side of the field, then return them in face-down Defense Position.",Select a deck above,Junk
Warrior Dai Grepher,Monster,Normal,Earth,Warrior,,4,1700,1600,The warrior who can manipulate dragons. Nobody knows his mysterious past.,Select a deck above,Junk
Warrior of Tradition,Monster,Fusion,Earth,Warrior,Normal,6,1900,1700,"Sonic Maid + ""Beautiful Headhuntress""",Select a deck above,Junk
Warrior of Zera,Monster,Normal,Earth,Warrior,,4,1600,1600,"A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape the temptation of evil fiends, he fights solo day by day.",Select a deck above,Junk
Wasteland,Spell,Field,,,,,,,"Increases the ATK and DEF of all Dinosaur, Zombie, and Rock-Type monsters by 200 points.",Select a deck above,Junk
Watapon,Monster,Effect,Light,Fairy,,1,200,300,"If this card is added to your hand from your Deck by the effect of a Spell, Trap or Monster Card, you can Special Summon this card on your side of the field.",Select a deck above,Junk
Water Magician,Monster,Normal,Water,Aqua,,4,1400,1000,This monster swamps an opponent with an almost endless supply of water.,Select a deck above,Junk
Water Omotics,Monster,Normal,Water,Aqua,,4,1400,1200,Transforms the water overflowing from a jar into attacking dragons.,Select a deck above,Junk
Wattkid,Monster,Normal,Light,Thunder,,3,1000,500,A creature that electrocutes opponents with bolts of lightning.,Select a deck above,Junk
Wave-Motion Cannon,Spell,Continuous,,,,,,,"During your Main Phase, you can send this card to the Graveyard to inflict 1000 points of damage to your opponent for each of your Standby Phases that have passed since this card was activated.",Select a deck above,Optional
Weapon Change,Spell,Continuous,,,,,,,"Only once during each of your Standby Phases, you can pay 700 Life Points to activate this card's effect. Switch the ATK and DEF of 1 Warrior-Type or Machine-Type monster on your side of the field until the end of your opponent's next End Phase. When this card is destroyed, the effect is negated.",Select a deck above,Junk
Weather Report,Monster,Effect,Water,Aqua,Flip,4,950,1500,"FLIP: Destroys all opponent's face-up ""Swords of Revealing Light"" on the field. If ""Swords of Revealing Light"" is destroyed, you can perform your Battle Phase twice this turn (or your next turn, if activated during your opponent's turn).",Select a deck above,Junk
Whiptail Crow,Monster,Normal,Dark,Fiend,,4,1650,1600,Attacks from the sky with a whip-like tail.,Select a deck above,Junk
Whirlwind Prodigy,Monster,Effect,Wind,Fairy,,4,1500,1600,"If you Tribute Summon a WIND monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon.",Select a deck above,Junk
White Dragon Ritual,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters whose total Levels equal 4 or more from the field or your hand.",Select a deck above,Junk
White Hole,Trap,Normal,,,,,,,"When your opponent plays ""Dark Hole"", the monsters on your side of the field are not destroyed.",Select a deck above,Junk
White Magical Hat,Monster,Effect,Light,Spellcaster,,3,1000,700,"When this card inflicts damage to your opponent's Life Points, 1 card must be discarded randomly from your opponent's hand to the Graveyard.",Select a deck above,Junk
White Magician Pikeru,Monster,Effect,Light,Spellcaster,,2,1200,0,"During your Standby Phase, increase your Life Points by 400 points for each monster on your side of the field.",Select a deck above,Junk
White Ninja,Monster,Effect,Light,Warrior,Flip,4,1500,800,FLIP: Destroy 1 Defense Position monster on the field.,Select a deck above,Junk
Wicked-Breaking Flamberge - Baou,Spell,Equip,,,,,,,"Send 1 card from your hand to the Graveyard to equip this card. Increase the ATK of the equipped monster by 500 points. If a monster equipped with this card destroys a monster as a result of battle, the effect of that monster is negated.",Select a deck above,Junk
Widespread Ruin,Trap,Normal,,,,,,,"Activate only when your opponent declares an attack. Destroy 1 Attack Position monster your opponent controls with the highest ATK. (If it's a tie, you get to choose.)",Select a deck above,Optional
